# DH21 astrodust SED for Mathis ISRF, U = 1.585
# Enthalpy stage: S1
# columns: lambda[um]    lambda*I_lambda / N_H [erg s^-1 cm^-2 sr^-1 H^-1]
  9.120000E-02  3.04148782E-062
  9.226000E-02  8.09279623E-062
  9.332000E-02  3.51087557E-061
  9.441000E-02  9.24143162E-061
  9.550000E-02  2.37748400E-060
  9.661000E-02  6.45768505E-060
  9.772000E-02  1.61921286E-059
  9.886000E-02  4.10354304E-059
  1.000000E-01  1.00976109E-058
  1.012000E-01  2.54596204E-058
  1.023000E-01  5.83051194E-058
  1.035000E-01  1.40820056E-057
  1.047000E-01  3.32830056E-057
  1.059000E-01  7.70548418E-057
  1.072000E-01  1.86960577E-056
  1.084000E-01  4.15214699E-056
  1.097000E-01  9.64570173E-056
  1.109000E-01  2.06065713E-055
  1.122000E-01  4.59856599E-055
  1.135000E-01  1.00686441E-054
  1.148000E-01  2.16466553E-054
  1.161000E-01  4.56289662E-054
  1.175000E-01  9.96675944E-054
  1.189000E-01  2.13274226E-053
  1.202000E-01  4.24752740E-053
  1.216000E-01  8.75614262E-053
  1.230000E-01  1.77266837E-052
  1.244000E-01  3.52883627E-052
  1.259000E-01  7.24846416E-052
  1.274000E-01  1.46084579E-051
  1.288000E-01  2.76358402E-051
  1.303000E-01  5.37924456E-051
  1.318000E-01  1.03066090E-050
  1.333000E-01  1.94155092E-050
  1.349000E-01  3.74343478E-050
  1.365000E-01  7.08494553E-050
  1.380000E-01  1.26572707E-049
  1.396000E-01  2.29571645E-049
  1.412000E-01  4.09273463E-049
  1.429000E-01  7.42489547E-049
  1.445000E-01  1.27766223E-048
  1.462000E-01  2.23165253E-048
  1.479000E-01  3.82770396E-048
  1.496000E-01  6.46404219E-048
  1.514000E-01  1.10641082E-047
  1.531000E-01  1.80718870E-047
  1.549000E-01  2.98334183E-047
  1.567000E-01  4.86955246E-047
  1.585000E-01  7.84276227E-047
  1.603000E-01  1.24605144E-046
  1.622000E-01  2.00341660E-046
  1.641000E-01  3.17450716E-046
  1.660000E-01  5.00027257E-046
  1.679000E-01  7.88313278E-046
  1.698000E-01  1.23157621E-045
  1.718000E-01  1.95224768E-045
  1.738000E-01  3.07075946E-045
  1.758000E-01  4.80075158E-045
  1.778000E-01  7.40281507E-045
  1.799000E-01  1.13850607E-044
  1.820000E-01  1.73340292E-044
  1.841000E-01  2.61579755E-044
  1.862000E-01  3.91596772E-044
  1.884000E-01  5.93523398E-044
  1.905000E-01  8.77889672E-044
  1.928000E-01  1.37686891E-043
  1.950000E-01  2.11336509E-043
  1.972000E-01  3.22974307E-043
  1.995000E-01  5.01098557E-043
  2.018000E-01  7.74334616E-043
  2.042000E-01  1.21414539E-042
  2.065000E-01  1.86087823E-042
  2.089000E-01  2.83102401E-042
  2.113000E-01  4.26192751E-042
  2.138000E-01  6.46374374E-042
  2.163000E-01  9.70968751E-042
  2.188000E-01  1.44519647E-041
  2.213000E-01  2.13197085E-041
  2.239000E-01  3.16578359E-041
  2.265000E-01  4.65883569E-041
  2.291000E-01  6.79842402E-041
  2.317000E-01  9.83943457E-041
  2.344000E-01  1.43181632E-040
  2.371000E-01  2.06573058E-040
  2.399000E-01  2.99277345E-040
  2.427000E-01  4.29752180E-040
  2.455000E-01  6.12063574E-040
  2.483000E-01  8.64617815E-040
  2.512000E-01  1.22696567E-039
  2.541000E-01  1.72678055E-039
  2.570000E-01  2.41063027E-039
  2.600000E-01  3.37661146E-039
  2.630000E-01  4.69132409E-039
  2.661000E-01  6.53656014E-039
  2.691000E-01  8.94059101E-039
  2.723000E-01  1.23893591E-038
  2.754000E-01  1.68641214E-038
  2.786000E-01  2.30077912E-038
  2.818000E-01  3.11616474E-038
  2.851000E-01  4.22783337E-038
  2.884000E-01  5.69438035E-038
  2.917000E-01  7.61589645E-038
  2.951000E-01  1.02006546E-037
  2.985000E-01  1.35703163E-037
  3.020000E-01  1.80734991E-037
  3.055000E-01  2.39062509E-037
  3.090000E-01  3.14101203E-037
  3.126000E-01  4.13087538E-037
  3.162000E-01  5.39692170E-037
  3.199000E-01  7.05821049E-037
  3.236000E-01  9.17017412E-037
  3.273000E-01  1.18375467E-036
  3.311000E-01  1.52936250E-036
  3.350000E-01  1.97651181E-036
  3.388000E-01  2.52233728E-036
  3.428000E-01  3.24060513E-036
  3.467000E-01  4.11288078E-036
  3.507000E-01  5.22166436E-036
  3.548000E-01  6.62947270E-036
  3.589000E-01  8.36806888E-036
  3.631000E-01  1.05627302E-035
  3.673000E-01  1.32552711E-035
  3.715000E-01  1.65471308E-035
  3.758000E-01  2.06502297E-035
  3.802000E-01  2.57669373E-035
  3.846000E-01  3.19724353E-035
  3.891000E-01  3.96587998E-035
  3.936000E-01  4.89417517E-035
  3.981000E-01  6.00814052E-035
  4.027000E-01  7.37284253E-035
  4.074000E-01  9.04144599E-035
  4.121000E-01  1.10321421E-034
  4.169000E-01  1.34535043E-034
  4.217000E-01  1.63278642E-034
  4.266000E-01  1.98020256E-034
  4.315000E-01  2.39042126E-034
  4.365000E-01  2.88265674E-034
  4.416000E-01  3.47400659E-034
  4.467000E-01  4.16749152E-034
  4.519000E-01  4.99426176E-034
  4.571000E-01  5.95952626E-034
  4.624000E-01  7.10335270E-034
  4.677000E-01  8.43237042E-034
  4.732000E-01  1.00298292E-033
  4.786000E-01  1.18432774E-033
  4.842000E-01  1.40137411E-033
  4.898000E-01  1.65123599E-033
